Page,Family,EnglishCommon,LatinSpecies,Length,Voice,Notes,,
528,Emberizidae,Song Sparrow,Melospiza melodia,6.25,"Song a variable series of trills and clear notes with slightly husky quality and pleasant gentle rhythm; begins with several short, sharp notes, usually one long trill in middle of song ""seet seet seet te zeeeeeee tipo zeet zeet"". Call a very distinctive, husky ""jimp"". Alarm a very high, hard ""tik"". Flight call a high, thin, level ""seeet"". Chase call a rapid series of rising then falling sharp call notes.",,,
529,Emberizidae,Lincoln's Sparrow,Melospiza lincolnii,5.75,"Song a continuous jumble of husky, chirping trills with several pitch changes ""jew-jew-jew-je-eeeeeeeeee-do-je-e-e-e-to""; bubbling quality and pattern reminiscent of House Wren. Call a sharp, light chip. Flight call a high, buzzy ""zeeet"" like Swamp but finer and rising.",,,
529,Emberizidae,Swamp Sparrow,Melospiza georgiana,5.75,"Song a simple, musical trill with slow tempo ""chinga chinga chinga…"" fading at end. Call a loud, hard chip; not as metallic as White-throated. Flight call a high, buzzy ""zeeet"" like Lincoln's but coarser and level.",,,
530,Emberizidae,Dark-eyed Junco,Junco hyemalis,6.25,"Songs of most populations indistinguishable: a short trill averaging slower and more musical than Chipping Sparrow; Slate-colored may average longer song with more rapid tempo and smaller repertoire than Oregon; all populations sing quiet varied warbling phrases in early spring. Call a very high, hard, smacking ""stip"" Flight call a sharp, buzzy ""tzeet""; also high, tinkling chips when flushed ""tsititit tit"". Chase call a series of high, clear ""keew"" notes.",,,
532,Emberizidae,Yellow-eyed Junco,Junco phaeonotus,6.25,"Song a high, whistled ""tzew tzew tititititi tsipdip"" or ""shidle shidle shidle shidle titititii""; first part slurred and bouncy, trill short and rattling (but may be left out). Song unlike Dark-eyed (except Red-backed form), but compare Bewick's Wren and Spotted Towhee. Call slightly lower and fuller than Dark-eyed.",,,
533,Emberizidae,Harris's Sparrow,Zonotrichia querula,7.5,"Song of high, clear whistles like White-throated, but typically two or three notes with no pitch change ""seeeeeeee seeee seeee""; some White-throated sing identical songs. Call a rather harsh ""cheek"" like White-throated but less sharp.",,,
534,Emberizidae,White-crowned Sparrow,Zonotrichia leucophrys,7,"Song begins with clear whistles like White-throated, then a series of several buzzes or trills on different pitches; varies regionally. Call a sharp ""pink"" lower and less metallic than White-throated Sparrow; flatter in Pacific, lower and drier in Interior West, higher and sharper in northern breeders. Flight call a high, thin, rising ""seeep"".",,,
534,Emberizidae,White-corwned Sparrow (Taiga),Zonotrichia leucophrys,7,"Song varies regionally. Taiga breeders from Alaska to Ontario sing a lazy ""feee odi-odi zeeee zaaaa zooo"" with little variation; birds in eastern Canada sing slightly different songs. Pacific coast breeders sing clearer and more rapid phrases with shorter buzzes, such as ""seeeesitli-sitli ti-ti-ti-ti-ti-zrrrr"" or ""seeee zreee chidli-chidli chi-chi-chi teew"", phrases often repeated, and with many local dialects. Interior West birds sing varied songs more like Pacific, and also have many local dialects.",,,
535,Emberizidae,Golden-crowned Sparrow,Zonotrichia atricapilla,7.25,"Song of high, clear whistles: typically only three notes with one or more notes slurred ""seeeea seeeeeew soooo"" (""oh deear mee""); birds in Canadian Rockies sing more complex song ""seeeoo tooo teeee tetetetetete"". Call a loud, hard, clear, sharp ""bink"". Flight call a high, level, rather short ""seeep"".",,,
535,Emberizidae,White-throated Sparrow,Zonotrichia albicollis,6.75,"Song a high, sure whistle ""sooo seeeeeee dididi dididi dididi"" (""Old Sam Peabody Peabody Peabody"") with little or no pitch change. Call a loud, sharp, metallic ""chink"". Flight call a high, level, long ""seeeet"", often with slight trill. Flock call a relatively low, laughing ""kll kll kll kll..."".",,,
536,Emberizidae,Lark Bunting,Calamospiza melanocorys,7,"Song of repeated low, liquid, whistled notes ""pwd pwid pwid pwid too too too too kree kree kree kree pwido pwido…""; interspersed and overlaid with high, silvery rattles ""tt tt tt tt""; entire song rich, complex, and repetitious, with relatively slow tempo. Call a low, soft, whistled ""heew"" or ""howik"".",,,
536,Emberizidae,Lark Sparrow,Chondestes grammacus,6.5,"Song rather slow-paced and varied with choppy rhythm; phrases generally high, mechanical rattling with some long trills ""zeer puk treeeeeee chido chido kreet-kreet-kreet-kreet trrrrrrrrrr…"". Flight call a high, sharp, metallic ""tink"". Alarm a high, piercing ""tsewp"".",,,
537,Emberizidae,Rustic Bunting,Emberiza rustica,6,"Song a fairly short, mellow warble reminiscent of Lapland Longspur. Call a short, hard ""tick"".",,,
537,Emberizidae,Little Bunting,Emberiza pusilla,5.5,"Call a sharp clicking ""tzik"".",,,
539,Cardinalidae,Hepatic Tanager,Piranga flava,8,"Song clearer than other tanagers; more like Black-headed Grosbeak; delivered slowly with distinct pauses; softer and less metallic than Black-headed Grosbeak, with a few hoarse notes. Call a low, dry ""chup"" like Hermit Thrush. Flight call a husky, rising ""weet"".",,,
539,Cardinalidae,Flame-colored Tanager,Piranga bidentata,7.75,"Song similar to Western but slower, rougher, with longer pauses between phrases and little pitch change ""zheer, zheeree zhrree, zherri"". All calls apparently very similar to Western.",,,
540,Cardinalidae,Summer Tanager,Piranga rubra,7.75,"Song of five to ten robinlike, musical, three-syllable phrases; some hoarse with brief but distinct pauses between phrases. Call a descending series of hard, unmusical notes ""pituk"" to ""pikitukituk""; also a more rapid, descending rattle ""kdddd- rrrddi"". Flight call a soft, wheezy ""veedrr"" or ""verree"".",,,
541,Cardinalidae,Western Tanager,Piranga ludoviciana,7.25,"Song similar to Scarlet. Call a quick, soft, rising rattle ""prididit"". Flight call a soft whistle ""howee"" or ""weet"".",,,
541,Cardinalidae,Scarlet Tanager,Piranga olivacea,7,"Song of about five phrases in fairly rapid, continuous series; patter reminiscent of American Robin but phrases hoarse, notes more slurred. Call a hard ""chik-brrr""; may give single or double ""chik"" note without ""brr"". Flight call a clear whistle ""puwi"".",,,
542,Cardinalidae,Northern Cardinal,Cardinalis cardinalis,8.75,"Song a series of high, clear, sharp, mostly slurred whistles ""woit woit woit chew chew chew chew chew"" or ""pichew pichew tiw tiw tiw tiw tiw tiw""; many variations. Call a high, hard ""tik""; also a softer, rising ""twik"".",,,
542,Cardinalidae,Pyrrhuloxia,Cardinalis sinuatus,8.75,"Song similar to Northern Cardinal, but averages slightly sharper and higher. Call notes slightly longer and squeakier than Northern Cardinal.",,,
543,Cardinalidae,Crimson-collared Grosbeak,Rhodothraupis celaeno,8.75,"Song a varied, low, husky warble with quality like Black-headed but more varied with accelerating tempo; ending with bouncy phrases, dry rattle, and upslurred ""weeee"". Call a strong, clear, piercing ""pweees"" or ""seeeuw"".",,,
543,Cardinalidae,Yellow Grosbeak,Pheucticus chrysopeplus,9.25,"Song of rich, clear whistles resembling Black-headed but lower, slower, simpler, with halting rhythm: oriole-like ""toodi todi toweeoo"". Call a sharp, metallic ""piik"" intermediate between other Pheucticus grosbeaks. Flight call a soft, whistled ""hoee"".",,,
544,Cardinalidae,Black-headed Grosbeak,Pheucticus melanocephalus,8.25,"Song a whistled warble, faster, higher, and choppier than Rose-breasted. Call a high, sharp ""pik""; more wooden and less squeaky than Rose-breasted; recalls Downy Woodpecker. Flight call like Rose-breasted. Juvenile begs with plaintive, low whistle ""weeoo"" with wide pitch change.",,,
544,Cardinalidae,Rose-breasted Grosbeak,Pheucticus ludovicianus,8,"Song a slow, whistled warble, robin-like but slightly husky in quality, without gurgling notes; pace steady, slow. Call a sharp, squeaky ""iik"" like sneakers on a gym floor. Flight call a soft, wheezy ""wheek""; thrushlike, with airy quality (unlike husky trumpet sound of Baltimore Oriole).",,,
545,Cardinalidae,Dickcissel,Spiza americana,6.25,"Song a series of short notes wth dry, insectlike quality ""skee-dlees chis chis chis"" or ""dick dick ciss ciss ciss""; quality reminiscent of song of Henslow's Sparrow. Call a dry, husky ""chek"" or ""pwik"". Flight call a very distinctive, low, electric buzz ""fpppt"".",,,
546,Cardinalidae,Varied Bunting,Passerina versicolor,5.5,"Song lower-pitched and slightly harsher than other buntings, without repeated phrases; often includes hoarse, descending ""veer""; rhythm intermediate between choppy (like Lazuli) and smooth (like Painted). Call a dry ""spik"" and flight call a long buzz, both like other buntings.",,,
546,Cardinalidae,Painted Bunting,Passerina ciris,5.5,"Song a sweet, continuous warble; quality like Indigo but with unbroken singsong rhythm like Blue Grosbeak. Call ""pwich"" averages lower and softer than Indigo, with rising inflection. Flight call a buzzing, slightly rising ""vvvit""; not as strong or musical as other buntings.",,,
547,Cardinalidae,Lazuli Bunting,Passerina amoena,5.5,"Song a high, sharp warble; averages slightly longer, higher, faster, and perhaps less repetitive than Indigo. Call a dry ""pik""; may average slightly higher and harder than Indigo. Flight call averages higher and clearer than Indigo.",,,
547,Cardinalidae,Indigo Bunting,Passerina cyanea,5.5,"Song a high, sharp warble with most phrases repeated; quality musical and metallic ""ti ti whee whee zerre zerre"" (""fire fire where where here here""); similar to other buntings and American Goldfinch. Call a dry, sharp ""spik"" or ""pwik"". Flight call a relatively long, shrill buzz.",,,
548,Cardinalidae,Blue Bunting,Cyanocompsa parellina,5.5,"Song a high, sweet, tinkling warble of clear phrases: beginning with a couple of separate notes; rhythm jumbled without pauses; fading at end. Call a clear, simple, metallic ""chip"" reminiscent of Eastern Phoebe or Hooded Warbler, unlike other buntings.",,,
548,Cardinalidae,Blue Grosbeak,Passerina caerulea,6.75,"Song a rich, husky warble with distinctive unbroken tempo and mumbled quality; steady tempo recalls Warbling Vireo and Painted Bunting. Call a very metallic, hard ""tink"" or ""chink"". Flight call a harsh buzz like buntings but stronger, rougher, lower.",,,
550,Icteridae,Brewer's Blackbird,Euphagus cyanocephalus,9,"Song a short, high, crackling ""t-kzzzz"" or ""t-zherr""; usually buzzy (never so in Rusty). Flight call a dry ""ket""; averages higher, harder, and more nasal than other blackbirds.",,,
550,Icteridae,Rusty Blackbird,Euphagus carolinus,9,"Song a soft gurgle followed by high, thin whistle ""ktir-teee""; often alternated with a soft, rustling or gurgling, descending ""chrtldltlr""; similar to Brewer's but softer, more gurgling. Flight call a low ""tyuk""; lower, longer, more descending than Red-winged; not as sharp as Brewer's.",,,
551,Icteridae,Common Grackle,Quiscalus quiscula,12.5,"Song an unmusical, harsh, metallic hiss ""kh-sheee"" or ""khr-reezzh"". Call a very harsh, toneless, dry ""karrz"" or ""kerrrr"" or ""karrrg"". Male call a thin, wheezy, toneless ""zweeesh"" and nasal, hoarse ""krrrjk"". Flight call a low, dry ""kek""; deeper than all blackbirds, with distinctive harsh quality.",,,
552,Icteridae,Great-tailed Grackle,Quiscalus mexicanus,male 18; female 15,"Song a series of loud, rather unpleasant noises: mechanical rattles ""kikikiki"" or ""ke ke ke ke ke teep""; sliding, tinny whistles ""whoit whoit…""; harsh, rustling sounds like thrashing branches or flushing toilet; loud, hard ""keek keek…"" or ""kidi kidi""…"". Common call of male a low, hard ""chuk"" or ""kuk""; female call a softer, husky ""whidik"" or ""whid"".",flushing toilet,,
553,Icteridae,Boat-tailed Grackle,Quiscalus major,male 16.5; female 14.5,"Song a varied series of mostly high, ringing notes ""kent kent…"" or ""teer teer…"" or ""shreet shreet shret shreet KEET""; most distinctive a ringing ""kreen kreen…"". Also a lower, harsher series mixed with dry, rustling sounds; a very loud, clear whistle ""teewp""; a harsh, trilling ""kjaaaaar""; and a throaty, rattling ""klukluklk"". Call of male a deep ""chuk""; female call a rather soft, low ""chenk"" or ""chuup"", may average softer than Great-tailed female.",,,
554,Icteridae,Red-winged Blackbird,Agelaius phoeniceus,8.75,"Song of several liquid introductory notes followed by variable, harsh, gurgling trill ""kon-ka-reeeee""; many western birds (including Bicolored population) sing a less musical ""ooPRE-EEEEom""; female song an explosive, harsh rattle (rarely heard from Bicolored). Flight call a low, dry ""kek"" or ""chek"". Alarm call a high, clear, descending ""teeeew"" or buzzy ""zeeer"" given by male. Variety of other calls heard mainly from male in nesting season.",,,
555,Icteridae,Tricolored Blackbird,Agelaius tricolor,8.75,"Song a harsh, nasal, descending ""oo-grreee drdodrp""; lower-pitched, more nasal, and less musical than Red-winged; flock in song sounds like cats fighting. All calls lower-pitched and some more nasal than analogous calls of Red-winged. Descending, whistled alarm call absent.",,,
555,Icteridae,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,9.5,"Song extremely harsh, unmusical; a few hard, clacking notes on different pitches followed by wavering raucous",,,
556,Icteridae,Bronzed Cowbird,Molothrus aenueus,8.75,"Song a soft, tinny, rising whistle with quiet gurgling or rustling noise at beginning and end ""kweee-lk""; often repeated on slightly different pitches. Whistle call of male 6-10 seconds long and infrequently heard, a series of tinny or wheezy whistles and grating trills; several regional dialects. Rattle call of female similar to Brown-headed but slower and sharper. Chorus of roosting flock may suggest European Starling.",,,
